"ID","RUT_EMPRESA_O_PRODUCTOR_MINERO","NOMBRE_EMPRESA_O_PRODUCTOR_MINERO","NOMBRE_FAENA","NOMBRE_INSTALACION","TIPO_DEPOSITO","RECURSO","TIPO_MINERIA","CANTIDAD_MUROS__CONTENCION_","CUT_REG","CUT_PROV","CUT_COM","REGION","PROVINCIA","COMUNA","UTM_NORTE","UTM_ESTE","DATUM","HUSO","LATITUD","LONGITUD","ESTADO_INSTALACION","METODO_CONSTRUCTIVO_MURO","VOL_AUTORIZADO","VOL_ACTUAL","TONELAJE_AUTORIZADO","TONELAJE_ACTUAL","RES_APRUEBA","FECHA_RES_APRUEBA","RES_PDC_APRUEBA","FECHA_RES_PDC","Shape_Length","Shape_Area"
"0127-3N","76845300-4","INVERSIONES E INMOBILARIA COYANCURA LTDA","PLANTA COYANCURA","AMOLANAS I","EMBALSE","COBRE","METÁLICO","1","3","31","3103","Atacama","Copiapó","Tierra Amarilla","68945795199","3982248261","WGS84","19S","-280702790457327","-700357566847602","INACTIVO","","42375","73718","67800","110578","190","3/12/2014","232","5/10/2016","74933104073615","256047635361211"
"0128-3N","76845300-4","INVERSIONES E INMOBILARIA COYANCURA LTDA","PLANTA COYANCURA","AMOLANAS II","EMBALSE","COBRE","METÁLICO","1","3","31","3103","Atacama","Copiapó","Tierra Amarilla","68952214365","398221794","WGS84","19S","-280644850482745","-700357319760724","ACTIVO","","51400","22860","82240","45719","362","8/8/2018","","","621995358971792","169904337079195"
"0129-3N","77134510-7","SCM  ATACAMA KOZAN","KOZAN","EL GATO","TRANQUE DE RELAVE","COBRE","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","69712539852","3747957691","WGS84","19S","-273762528344425","-702661276366533","INACTIVO","AGUAS ABAJO","14200000","14162908","21300000","21244362","218","5/17/2013","2498","10/6/2015","386504742239967","549558280248956"
"0130-3N","77134510-7","SCM  ATACAMA KOZAN","KOZAN","FILTRADO EL GATO","FILTRADO","COBRE","METÁLICO","0","3","31","3101","Atacama","Copiapó","Copiapó","6970462564","3752851977","WGS84","19S","-273834409388864","-702612602830261","ACTIVO","NO APLICA","12228368","3038415","24456736","6076830","2565","10/7/2019","","","305159188913543","361497847001147"
"0132-3N","77268230-1","SLM NENITA PRIMERA","PLANTA NENITA I","EMBALSE","EMBALSE","ORO","METÁLICO","1","3","32","3202","Atacama","Chañaral","Diego de Almagro","70409000024","4103362954","WGS84","19S","-267503292775552","-699017243890047","ACTIVO","","18000","19932","27000","29898","444","2/10/1999","","","45091349753739","123612877945337"
"0137-3N","78928380-K","CIA. MINERA MANTOS DE ORO","LA COIPA","RAHCO","FILTRADO","ORO-PLATA","METÁLICO","0","3","31","3101","Atacama","Copiapó","Copiapó","70323875485","4720026707","WGS84","19S","-268297740512222","-692817642356415","ACTIVO","NO APLICA","86000000","64121500","129600000","128243000","562","2/14/2005","2875","11/17/2015","305383834459758","640246311840351"
"0138-3N","78928380-K","CIA. MINERA MANTOS DE ORO","LA COIPA","RAKITO","TRANQUE DE RELAVE","ORO-PLATA","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","70315996158","4721520005","WGS84","19S","-268368910439144","-692802789096918","INACTIVO","","581000","","842450","","777","1/1/1990","2875","11/17/2015","43723720375953","761300178660847"
"0140-3N","79664570-9","SOC. MINERA CANDELARIA","PLANTA CORONA","CORONA","TRANQUE DE RELAVE","COBRE","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","69695343833","3678128483","WGS84","19S","-273911149337763","-703369138676889","INACTIVO","EJE CENTRAL","31733","28408","47600","42613","571","6/2/1986","","","353963733439968","842432842429318"
"0141-3N","76353771-4","MINE TRADE SPA","PLANTA PUERTO RICO","PUERTO RICO 0-1-2","TRANQUE DE RELAVE","COBRE","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","6969678096","3672203869","WGS84","19S","-273897602979675","-703428888985387","INACTIVO","EJE CENTRAL","46800","","70200","","1275","10/23/1992","271","6/2/2016","450640997995869","123957902181386"
"0142-3N","79973750-7","MINEX S.A.","PLANTA SAN EDUARDO","DEPOSITO 1","EMBALSE","COBRE","METÁLICO","0","3","31","3101","Atacama","Copiapó","Copiapó","69669535976","3659625638","WGS84","19S","-274142273562852","-703559073267889","INACTIVO","EXCAVACION TERRENO","4062","2084","5100","3126","124","3/20/2015","","","14626241351305","124577738992374"
"0143-3N","79973750-7","MINEX S.A.","PLANTA SAN EDUARDO","DEPOSITO 2","EMBALSE","COBRE","METÁLICO","0","3","31","3101","Atacama","Copiapó","Copiapó","69669527219","365903625","WGS84","19S","-274142294614702","-70356503506036","ACTIVO","EXCAVACION TERRENO","3400","2198","5100","3298","124","3/20/2015","","","124516973860151","795389134374111"
"0145-3N","sin rut conocido","SOC. MINERA SAN JOAQUIN","PLANTA SAN JOAQUIN","SAN JOAQUIN 1","TRANQUE DE RELAVE","COBRE-ORO","METÁLICO","1","3","31","3103","Atacama","Copiapó","Tierra Amarilla","69638256316","3743274036","WGS84","19S","-274432568927592","-702716305129473","INACTIVO","AGUAS ARRIBA","13000","","19500","","","","","","251999186023622","387309098834047"
"0146-3N","sin rut conocido","SOC. MINERA SAN JOAQUIN","PLANTA SAN JOAQUIN","SAN JOAQUIN 2","TRANQUE DE RELAVE","COBRE-ORO","METÁLICO","1","3","31","3103","Atacama","Copiapó","Tierra Amarilla","69638656876","3742261005","WGS84","19S","-274428859980366","-702726512043847","INACTIVO","AGUAS ARRIBA","8500","","12750","","","","","","174046701102984","182837523508135"
"0147-3N","sin rut conocido","SOC. MINERA SAN JOAQUIN","PLANTA SAN JOAQUIN","SAN JOAQUIN 3","TRANQUE DE RELAVE","COBRE-ORO","METÁLICO","1","3","31","3103","Atacama","Copiapó","Tierra Amarilla","69638609269","3742834859","WGS84","19S","-274429342688706","-702720711555354","INACTIVO","AGUAS ARRIBA","13700","","20550","","161","3/1/1990","","","211975617303456","316745932186122"
"0148-3N","81490200-5","CIA. MINERA FALDA VERDE","PLANTA FALDA VERDE","FALDA VERDE","EMBALSE","COBRE","METÁLICO","1","3","32","3201","Atacama","Chañaral","Chañaral","70878267748","3397488495","WGS84","19S","-263204959530994","-706055213505637","INACTIVO","","333334","","500000","","2417","8/11/2011","","","915251525501302","495316879780666"
"0149-3N","81490200-5","CIA. MINERA FALDA VERDE","PLANTA FALDA VERDE","FALDA VERDE 2","EMBALSE","ORO","METÁLICO","1","3","32","3201","Atacama","Chañaral","Chañaral","70879632259","3393931863","WGS84","19S","-263192244214418","-706090665172851","INACTIVO","","62853","","94279","","","","","","681521010210426","297983842221473"
"0150-3N","81490200-5","CIA. MINERA FALDA VERDE","PLANTA FALDA VERDE","FALDA VERDE 2-3","ACOPIO","ORO","METÁLICO","","3","32","3201","Atacama","Chañaral","Chañaral","70878683639","3395931297","WGS84","19S","-263201030983987","-706070758004959","INACTIVO","NO APLICA","152400","","228600","","","","","","351665471013872","80264789207055"
"0151-3N","79664330-7","GRUPO MINERO CAROLA COEMIN","PLANTA CERRILLOS","TRANQUE DE RELAVE 1","TRANQUE DE RELAVE","COBRE","METÁLICO","1","3","31","3103","Atacama","Copiapó","Tierra Amarilla","69505137412","3772770455","WGS84","19S","-2756367671037","-702431396201209","ACTIVO","AGUAS ABAJO","3027649","1858469","4541474","2847539","577","5/20/1996","4","1/2/2013","350230907033664","486615875461006"
"0154-3N","83714300-4","CIA. EXPLORACION DE MINAS SAN ANDRES","PLANTA ELISA DE BORDOS","ELISA DE BORDOS 1","TRANQUE DE RELAVE","COBRE","METÁLICO","1","3","31","3103","Atacama","Copiapó","Tierra Amarilla","69333765017","3827823086","WGS84","19S","-27718842068761","-701890545682009","INACTIVO","AGUAS ARRIBA","900000","","1350000","","205","2/18/1985","","","12355216770485","824373508100672"
"0155-3N","83714300-4","CIA. EXPLORACION DE MINAS SAN ANDRES","PLANTA ELISA DE BORDOS","ELISA DE BORDOS 2","TRANQUE DE RELAVE","COBRE","METÁLICO","1","3","31","3103","Atacama","Copiapó","Tierra Amarilla","69336025921","3827811836","WGS84","19S","-277168013432161","-701890438413455","INACTIVO","","105720","","158580","","","","","","952225900767219","557103173626105"
"0156-3N","83714300-4","CIA. EXPLORACION DE MINAS SAN ANDRES","PLANTA ELISA DE BORDOS","TRANQUE DE RELAVE","ACOPIO","COBRE","METÁLICO","","3","31","3103","Atacama","Copiapó","Tierra Amarilla","69334765725","3830965887","WGS84","19S","-277179662059162","-701858572997405","INACTIVO","NO APLICA","18205","","27307","","","","","","552691678790369","176169626842821"
"0157-3N","85272800-0","CIA. CONTRACTUAL MINERA CANDELARIA","CANDELARIA","CANDELARIA","TRANQUE DE RELAVE","COBRE","METÁLICO","3","3","31","3103","Atacama","Copiapó","Tierra Amarilla","69568270356","370484438","WGS84","19S","-275060632295066","-703112554832461","INACTIVO","AGUAS ABAJO","375707862","367279997","563561793","550919996","771","4/13/2016","291","3/3/2009","119669798967128","475132895114862"
"0161-3N","85272800-0","CIA. CONTRACTUAL MINERA CANDELARIA","CANDELARIA","LOS DIQUES","ESPESADO","COBRE","METÁLICO","3","3","31","3103","Atacama","Copiapó","Tierra Amarilla","69534561178","3694065277","WGS84","19S","-275363842025583","-703225302243373","ACTIVO","NO APLICA","337078651","18925732","600000000","120112038","1468","7/15/2016","291","3/3/2009","956854140178618","311208587792397"
"0171-3N","76353771-4","MINE TRADE SPA","PLANTA PUERTO RICO","EMBALSE 4","EMBALSE","COBRE","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","69697965851","3674268714","WGS84","19S","-273887109439863","-703407881465022","ACTIVO","","26000","17762","39000","82113","400","10/28/2015","271","6/2/2016","456336669067806","126845229752979"
"0179-3N","4768594-K","EXEQUIEL BUGUEÑO","SANTA ROSA","SANTA ROSA 1","EMBALSE","ORO","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","69654261079","3702334665","WGS84","19S","-274284273749047","-703128757643278","ACTIVO","","15772","","23658","","","","","","43649493426107","977765195087613"
"0180-3N","4768594-K","EXEQUIEL BUGUEÑO","SANTA ROSA","SANTA ROSA 2","EMBALSE","ORO","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","69654323163","370304645","WGS84","19S","-274283781202574","-703121551268084","INACTIVO","","4785","","7177","","","","","","209850572289312","270478288159233"
"0192-3N","sin rut conocido","NUÑEZ HNOS","PLANTA LLAUCAVEN","LLAUCAVEN 1","TRANQUE DE RELAVE","ORO-COBRE","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","69681131333","370716458","WGS84","19S","-274042210328751","-703077045838074","INACTIVO","AGUAS ARRIBA","33814","","50721","","732","8/6/1985","","","539518300929239","175795075858712"
"0193-3N","sin rut conocido","NUÑEZ HNOS","PLANTA LLAUCAVEN","LLAUCAVEN 2","TRANQUE DE RELAVE","ORO-COBRE","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","69682190813","3706116804","WGS84","19S","-274032548366737","-70308752920174","INACTIVO","AGUAS ARRIBA","210795","","316192","","732","8/6/1985","","","497758766406591","162808335355207"
"0194-3N","sin rut conocido","DELIA NIETO ROBLE","PLANTA TANIA","TANIA","TRANQUE DE RELAVE","COBRE-ORO","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","69680394565","3708794259","WGS84","19S","-274049014637362","-703060643276974","INACTIVO","AGUAS ARRIBA","4300","","6450","","177","2/5/1988","","","145864281017649","115702797882399"
"0195-3N","sin rut conocido","DOMINGO GUGGIANA","PLANTA GUGGIANA","GUGGIANA","TRANQUE DE RELAVE","ORO-COBRE","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","69736197959","3659710537","WGS84","19S","-273540619930259","-703550879214409","INACTIVO","EJE CENTRAL","71000","","106500","","146","2/1/1985","","","393342089598304","930662277915312"
"0196-3N","sin rut conocido","SCM ZEPOLAC","PLANTA DON LUIS","DON LUIS 2","TRANQUE DE RELAVE","COBRE","METÁLICO","1","3","31","3103","Atacama","Copiapó","Tierra Amarilla","69593029558","3725706353","WGS84","19S","-274839138671811","-70289878035627","INACTIVO","AGUAS ARRIBA","10000","","15000","","566","6/2/1986","","","846703064839144","212302169839096"
"0197-3N","sin rut conocido","VICTOR JENSEN","PLANTA LA FLORIDA","LA FLORIDA 1","TRANQUE DE RELAVE","ORO","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","69656880675","3750590082","WGS84","19S","-274265142233386","-70264037615937","INACTIVO","AGUAS ARRIBA","3000","","4500","","567","6/2/1986","","","424578498104077","113931157696657"
"0198-3N","sin rut conocido","VICTOR JENSEN","PLANTA LA FLORIDA","LA FLORIDA 2","TRANQUE DE RELAVE","ORO","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","69657333263","3751581707","WGS84","19S","-274261148174614","-702630299299777","INACTIVO","AGUAS ARRIBA","2500","","3750","","567","6/2/1986","","","274761195256545","501494076632949"
"0199-3N","76309389-1","ACIBOL SpA","PLANTA IRMITA","EMBALSE DE RELAVES","EMBALSE","COBRE","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","69680000265","3663020182","WGS84","19S","-274048161142602","-703523592071343","INACTIVO","","280495","212437","420743","318656","349","7/25/2013","","","321435407049132","637427363865965"
"0202-3N","8993045-6","NATIMAN FLORES DIAZ","PLANTA OJOS DE AGUA","OJOS DE AGUA","EMBALSE","ORO","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","69675714213","3663085979","WGS84","19S","-274086851556107","-703523397678212","ACTIVO","NO APLICA","16667","","25000","8340","443","4/29/1997","316","4/25/2014","35657823725974","861030286675797"
"0203-3N","94638000-8","CIA. MINERA DEL PACIFICO","CERRO NEGRO NORTE","CERRO NEGRO NORTE","ESPESADO","HIERRO","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","69986909984","3649096001","WGS84","19S","-27127671919077","-703630570704192","ACTIVO","NO APLICA","61000000","17023480","110000000","30642264","2856","11/9/2017","1932","7/30/2015","572455677827814","20660463150382"
"0205-4N","94638000-8","CIA. MINERA DEL PACIFICO","FAENAS EL ROMERAL","EL ROMERAL","EMBALSE","HIERRO","METÁLICO","1","4","41","4101","Coquimbo","Elqui","La Serena","67095400516","2850317445","WGS84","19S","-297257057683363","-712224859376893","INACTIVO","","7700000","","11550000","","833","11/28/1994","1879","10/5/2009","205009897372123","235805143961364"
"0206-4N","94638000-8","CIA. MINERA DEL PACIFICO","FAENAS EL ROMERAL","EL TRIGO","EMBALSE","HIERRO","METÁLICO","1","4","41","4101","Coquimbo","Elqui","La Serena","67057876612","2837623231","WGS84","19S","-297593241244913","-712363528834678","ACTIVO","AGUAS ABAJO","29333333","12777387","44000000","29198724","1583","7/8/2004","1879","10/5/2009","438699177406723","926040791033519"
"0207-3N","96561560-1","SOC. PUNTA DEL COBRE S.A.","PLANTA SAN JOSE","LAS CRUCES","TRANQUE DE RELAVE","COBRE","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","69629709734","3689649215","WGS84","19S","-274504649796096","-703259720152912","ACTIVO","EJE CENTRAL","53533333","46724602","80300000","77095593","952","4/4/2018","384","4/16/2007","562396740250118","173308884201251"
"0211-3N","99531960-8","MINERA LUMINA COPPER CHILE LTDA.","CASERONES","ARENAS EL TAMBO","TRANQUE DE RELAVE","COBRE","METÁLICO","0","3","31","3103","Atacama","Copiapó","Tierra Amarilla","68816704034","4456729048","WGS84","19S","-281896000729189","-695535067166275","ACTIVO","NO APLICA","380000000","18071705","570000000","62853799","3370","11/2/2011","306","2/6/2012","593936604579656","84963923305018"
"0212-3N","99531960-8","MINERA LUMINA COPPER CHILE LTDA.","CASERONES","LAMAS LA BREA","EMBALSE","COBRE","METÁLICO","1","3","31","3103","Atacama","Copiapó","Tierra Amarilla","68879420838","4386948563","WGS84","19S","-281326825356835","-696242701036217","ACTIVO","AGUAS ABAJO","318400000","63146964","477600000","164768840","542","3/6/2017","306","2/6/2012","100149445091797","264742226846306"
"0214-3N","sin rut conocido","CIA. MINERA HUASCO","PLANTA RIO HUASCO","RIO HUASCO","TRANQUE DE RELAVE","COBRE-ORO","METÁLICO","1","3","31","3102","Atacama","Copiapó","Caldera","70088869806","3199714234","WGS84","19S","-270305321641671","-708148374238706","INACTIVO","","435735","","653602","","","","","","157348373886639","168571576698828"
"0220-3N","sin rut conocido","HERNAN SOLIS","PLANTA SOLIS","SOLIS 1","TRANQUE DE RELAVE","ORO","METÁLICO","1","3","33","3301","Atacama","Huasco","Vallenar","68403453542","3275458099","WGS84","19S","-285523035829214","-707628828449842","INACTIVO","AGUAS ARRIBA","2000","","3000","","","","","","351570318213695","687909052609841"
"0221-3N","sin rut conocido","HERNAN SOLIS","PLANTA SOLIS","SOLIS 2","TRANQUE DE RELAVE","ORO","METÁLICO","1","3","33","3301","Atacama","Huasco","Vallenar","684039742","3275984103","WGS84","19S","-285518408108952","-70762337531626","INACTIVO","AGUAS ARRIBA","8600","","12900","","","","","","340894135771771","717406751272853"
"0223-3N","sin rut conocido","MARTIN HERNANDEZ","PLANTA HERNANDEZ","TRANQUE DE RELAVE","ACOPIO","COBRE","METÁLICO","","3","32","3202","Atacama","Chañaral","Diego de Almagro","70402658126","4093054526","WGS84","19S","-267559882846674","-699121359587699","INACTIVO","NO APLICA","8047","","12071","","568","6/2/1986","","","313159199175284","504405870271727"
"0232-3N","sin rut conocido","CIA. MINERA HORUS","PLANTA LA PEPA","LA PEPA 1","TRANQUE DE RELAVE","COBRE","METÁLICO","1","3","31","3103","Atacama","Copiapó","Tierra Amarilla","69846987722","4712429019","WGS84","19S","-272603129842403","-692905169398635","INACTIVO","EJE CENTRAL","290000","","435000","","1090","11/14/1989","","","131977117751962","63194696901092"
"0233-3N","sin rut conocido","CIA. MINERA HORUS","PLANTA LA PEPA","LA PEPA 2","TRANQUE DE RELAVE","COBRE","METÁLICO","1","3","31","3103","Atacama","Copiapó","Tierra Amarilla","6984982923","4711184806","WGS84","19S","-272577450152211","-692917671905186","INACTIVO","EJE CENTRAL","42768","","64152","","1090","11/14/1989","","","112653689440831","284841598541532"
"0234-3N","sin rut conocido","CIA. MINERA SAN ESTEBAN","PLANTA SAN ESTEBAN","SAN ESTEBAN 1","TRANQUE DE RELAVE","COBRE","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","69691326379","370243147","WGS84","19S","-27394974320893","-703123824167464","INACTIVO","","67200","","100800","","","","","","287232278583433","519825982306918"
"0235-3N","sin rut conocido","CIA. MINERA SAN ESTEBAN","PLANTA SAN ESTEBAN","SAN ESTEBAN 2A","TRANQUE DE RELAVE","COBRE","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","69690623093","370194613","WGS84","19S","-273956044677313","-703128806926648","INACTIVO","EJE CENTRAL","48000","","72000","","573","6/2/1986","","","164473943927863","175222889070837"
"0236-3N","sin rut conocido","CIA. MINERA SAN ESTEBAN","PLANTA SAN ESTEBAN","SAN ESTEBAN 2B","TRANQUE DE RELAVE","COBRE","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","69689831624","3701303259","WGS84","19S","-273963127038261","-703135392124893","INACTIVO","EJE CENTRAL","245160","","367740","","573","6/2/1986","","","403313003160339","95190018234779"
"0242-3N","sin rut conocido","OSCAR ROJAS GARIN","PLANTA GOLD SILVER","GOLD SILVER","TRANQUE DE RELAVE","ORO","METÁLICO","1","3","32","3202","Atacama","Chañaral","Diego de Almagro","70404659164","4096492372","WGS84","19S","-267542039971053","-699086644205236","INACTIVO","EJE CENTRAL","9600","","14400","","776","8/20/1985","","","435981430268216","105802388517672"
"0244-3N","83714300-4","CIA. EXPLO. DE MINAS SAN ANDRES","PLANTA ELISA DE BORDOS","ELISA DE BORDOS 3","TRANQUE DE RELAVE","COBRE","METÁLICO","1","3","31","3103","Atacama","Copiapó","Tierra Amarilla","69328988524","3828552616","WGS84","19S","-277231595492638","-701883614090104","ACTIVO","AGUAS ABAJO","1320000","950692","1980000","1178868","1418","11/20/1992","416","4/18/2007","139842224257869","122951392525785"
"0251-3N","sin rut conocido","CESAR FLORES","BOQUERON CHAÑAR","TRANQUE DE RELAVE","TRANQUE DE RELAVE","COBRE","METÁLICO","1","3","33","3301","Atacama","Huasco","Vallenar","68948791574","3337324954","WGS84","19S","-280610556749333","-706918584623293","ACTIVO","AGUAS ARRIBA","68600","","89000","","","","","","154949692712321","118638220575104"
"0254-3N","9731182-K","ANA MARIA MUNIZAGA","PLANTA ALEMANA","EMBALSE DE RELAVE","EMBALSE","ORO-COBRE","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","69677766452","3660426541","WGS84","19S","-274068067897671","-703550066838648","ACTIVO","","36000","267","54000","1217","317","4/25/2014","350","4/30/2014","277504249960953","339103237832725"
"0255-3N","10126740-7","GONZALO ASTORGA SAA","AURICOP","RELAVE 1","EMBALSE","ORO-COBRE","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","69678517334","3662475559","WGS84","19S","-274061491981435","-703529262728301","INACTIVO","","20782","","31902","","","","","","371620710123924","680155709868763"
"0258-3N","77202800-8","CIA. MINERA POTRERILLOS","DIEGO DE ALMEYDA","DEPOSITO RELAVE FILTRADO","FILTRADO","COBRE","METÁLICO","0","3","32","3202","Atacama","Chañaral","Diego de Almagro","70842642586","3991381561","WGS84","19S","-263580868173329","-700108882013595","ACTIVO","NO APLICA","570000","140958","1117200","276278","2414","10/3/2017","","","120927159097458","673031491505186"
"0260-3N","76101725-K","MINERA GOLD FIELDS SALARAES NORTE SpA","SALARES NORTE","SALARES NORTE","FILTRADO","COBRE","METÁLICO","0","3","32","3202","Atacama","Chañaral","Diego de Almagro","71224899427","5123266748","WGS84","19S","-260164379948156","-688768118255196","ACTIVO","NO APLICA","14800000","","22200000","","797","4/4/2020","","","210605705207108","240438655473887"
"0282-4N","85758600-K","COMPAÑIA MINERA ZALDIVAR LTDA.","FAENA EL INDIO","PASTOS LARGOS","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","41","4106","Coquimbo","Elqui","Vicuña","67035923728","4033025957","WGS84","19S","-297942603891366","-700005058431054","INACTIVO","AGUAS ABAJO","3200000","","4800000","","","","3491","11/10/2003","213083066737863","853488657058178"
"0288-4N","85871200-9","CIA. MINERA ARENILLAS (BELTRAN AMENABAR)","PLANTA PALMIRA","PALMIRA 1","TRANQUE DE RELAVE","ORO","METÁLICO","1","4","41","4103","Coquimbo","Elqui","Andacollo","66544557622","2996780769","WGS84","19S","-302249495364842","-71081484322314","INACTIVO","AGUAS ARRIBA","480000","","720000","","","","","","362687318826034","648522591116665"
"0289-4N","85871200-9","CIA. MINERA ARENILLAS (BELTRAN AMENABAR)","PLANTA PALMIRA","PALMIRA 2","TRANQUE DE RELAVE","ORO","METÁLICO","1","4","41","4103","Coquimbo","Elqui","Andacollo","66544029004","2996097038","WGS84","19S","-302254149777618","-710822044207143","INACTIVO","AGUAS ARRIBA","96000","","144000","","530","5/16/1988","","","500289834350336","869421678719665"
"0303-4N","7952388-7","ALEJANDRO BOU BOU","PLANTA ROSARIO DE COGOTI","ROSARIO 1","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","43","4302","Coquimbo","Limarí","Combarbalá","65582015021","3169190491","WGS84","19S","-310957564642711","-709195116887587","INACTIVO","","2400","","3600","","","","","","332918446975011","461986223729125"
"0304-4N","7952388-7","ALEJANDRO BOU BOU","PLANTA ROSARIO DE COGOTI","ROSARIO 2","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","43","4302","Coquimbo","Limarí","Combarbalá","65581534007","316894112","WGS84","19S","-310961863502714","-709197817439206","INACTIVO","EJE CENTRAL","176320","","264480","","1065","10/29/1986","","","419218892429993","547746159066037"
"0305-4N","7952388-7","ALEJANDRO BOU BOU","PLANTA ROSARIO DE COGOTI","TRANQUE EMERGENCIA","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","43","4302","Coquimbo","Limarí","Combarbalá","65580908406","3168182032","WGS84","19S","-310967386642228","-709205885890307","INACTIVO","","1780","","2670","","","","","","186867815575439","211213366554412"
"0318-4N","77990109-2","INVERSIONES VALLE NEVADO SpA","MASTER( EX YABU)","MASTER 1 (EX YABU 1)","TRANQUE DE RELAVE","COBRE-ORO","METÁLICO","1","4","43","4302","Coquimbo","Limarí","Combarbalá","65498539847","3081418837","WGS84","19S","-311696269824613","-710130785178447","INACTIVO","AGUAS ARRIBA","114110","","171165","","551","5/9/1989","","","648827315101255","243788604668499"
"0319-4N","77990109-2","INVERSIONES VALLE NEVADO SpA","MASTER( EX YABU)","MASTER 2 (EX YABU 2)","TRANQUE DE RELAVE","COBRE-ORO","METÁLICO","1","4","43","4302","Coquimbo","Limarí","Combarbalá","65499261289","3082229284","WGS84","19S","-311689897215092","-710122148399092","INACTIVO","AGUAS ARRIBA","468500","","679325","","551","5/9/1989","","","6510756177963","158290878644683"
"0365-4N","96571770-6","COMPAÑIA MINERA FLORIDA S.A.","FAENA TAMBILLOS","TRANQUE DE RELAVE 1","TRANQUE DE RELAVE","ORO-COBRE","METÁLICO","1","4","41","4102","Coquimbo","Elqui","Coquimbo","66567477017","2838628306","WGS84","19S","-302015700050605","-712452443032488","INACTIVO","AGUAS ARRIBA","320160","","480240","","1038","6/1/2009","","","607000854599945","236686477682263"
"0366-4N","96571770-6","COMPAÑIA MINERA FLORIDA S.A.","FAENA TAMBILLOS","TRANQUE DE RELAVE 2","TRANQUE DE RELAVE","ORO-COBRE","METÁLICO","1","4","41","4102","Coquimbo","Elqui","Coquimbo","6657058354","2839056174","WGS84","19S","-301987763426627","-712447365282145","INACTIVO","AGUAS ARRIBA","288000","","432000","","","","","","736818134619869","375880849122054"
"0367-4N","96571770-6","COMPAÑIA MINERA FLORIDA S.A.","FAENA TAMBILLOS","TRANQUE DE RELAVE 3","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","41","4102","Coquimbo","Elqui","Coquimbo","6656751648","2839965613","WGS84","19S","-302015581962963","-712438551870777","INACTIVO","AGUAS ARRIBA","171114","","256671","","184","9/10/2002","","","685659899389184","295426940835101"
"0368-4N","96571770-6","COMPAÑIA MINERA FLORIDA S.A.","FAENA TAMBILLOS","TRANQUE DE RELAVE 4","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","41","4102","Coquimbo","Elqui","Coquimbo","66567386153","2842897806","WGS84","19S","-302017277987108","-712408138258156","INACTIVO","AGUAS ARRIBA","622432","","9336498","","415","2/24/2011","","","773391933959075","401506691004776"
"0369-4N","96571770-6","COMPAÑIA MINERA FLORIDA S.A.","FAENA TAMBILLOS","AMPLIACION TRANQUE DE RELAVES 4","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","41","4102","Coquimbo","Elqui","Coquimbo","66567539622","2841345169","WGS84","19S","-302015618405339","-712424225436802","INACTIVO","AGUAS ARRIBA","250800","","376200","","415","2/24/2011","","","758491754003047","292277548440397"
"0370-4N","96571770-6","COMPAÑIA MINERA FLORIDA S.A.","FAENA TAMBILLOS","TRANQUE DE RELAVE 3A-4A","ACOPIO","ORO-COBRE","METÁLICO","","4","41","4102","Coquimbo","Elqui","Coquimbo","66569359744","2838925215","WGS84","19S","-301998775581842","-712448975288862","INACTIVO","AGUAS ARRIBA","4522","","6783","","","","","","280984136304284","302967276246565"
"0371-4N","96571770-6","COMPAÑIA MINERA FLORIDA S.A.","FAENA TAMBILLOS","EMBALSE DE RELAVES","EMBALSE","COBRE","METÁLICO","1","4","41","4102","Coquimbo","Elqui","Coquimbo","66571370305","2841467769","WGS84","19S","-301981097378667","-712422169439782","ACTIVO","","930829","1294734","1396244","1942102","3511","10/4/2012","","","151711843267602","148800483468105"
