"ID","RUT_EMPRESA_O_PRODUCTOR_MINERO","NOMBRE_EMPRESA_O_PRODUCTOR_MINERO","NOMBRE_FAENA","NOMBRE_INSTALACION","TIPO_DEPOSITO","RECURSO","TIPO_MINERIA","CANTIDAD_MUROS__CONTENCION_","CUT_REG","CUT_PROV","CUT_COM","REGION","PROVINCIA","COMUNA","UTM_NORTE","UTM_ESTE","DATUM","HUSO","LATITUD","LONGITUD","ESTADO_INSTALACION","METODO_CONSTRUCTIVO_MURO","VOL_AUTORIZADO","VOL_ACTUAL","TONELAJE_AUTORIZADO","TONELAJE_ACTUAL","RES_APRUEBA","FECHA_RES_APRUEBA","RES_PDC_APRUEBA","FECHA_RES_PDC","Shape_Length","Shape_Area"
"0471-4N","78199020-5","SLM FLAMENCA UNA DE FARELLON SANCHEZ","FAENA SLM FLAMENCA UNA DE FARELLON SANCHEZ","LETICIA 1","TRANQUE DE RELAVE","ORO","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","65183873795","3077940621","WGS84","19S","-314533093713374","-710227830717496","INACTIVO","AGUAS ARRIBA","7350","","11025","","","","","","356940942635339","905617513076838"
"0475-4N","4244655-6","MANUEL AGUIRRE BUSTAMANTE","FAENA LA FORTUNA","LA FORTUNA 1","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","65230410047","3018316939","WGS84","19S","-314103432214273","-710845673925159","INACTIVO","AGUAS ARRIBA","1345","","2017","","1002","10/19/1987","913","3/25/2014","328850127712711","53726044473117"
"0479-4N","76120887-K","EDUARDO LERY LERY","FAENA KATTIA","KATTIA 1","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","65270862799","3031028926","WGS84","19S","-313740846755342","-710704020072745","INACTIVO","AGUAS ARRIBA","85388","","128082","","204","2/7/1986","1894","7/27/2015","428436201438996","131921224218761"
"0488-4N","96790240-3","MINERA LOS PELAMBRES","FAENA LOS PELAMBRES","EL CHINCHE","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","42","4204","Coquimbo","Choapa","Salamanca","6475771741","3493838026","WGS84","19S","-318438172042922","-705917917175459","INACTIVO","","2820100","","4230150","","","","1603","6/15/2015","304961713980579","2250334380796"
"0500-4N","89274000-3","COMPAÑIA EXPLOTADORA DE MINAS SPA","LOS PINGOS","LOS PINGOS 1","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","43","4303","Coquimbo","Limarí","Monte Patria","65751888709","3570818522","WGS84","19S","-309481111934828","-704961668566006","INACTIVO","","346939","","520408","","2930","10/29/2010","259","2/9/2016","784564081942607","402688405220106"
"0501-RM","89274000-3","CEMIN","PLANTA BATUCO","EMBALSE DE RELAVES","EMBALSE","COBRE","METÁLICO","1","13","133","13302","Metropolitana de Santiago","Chacabuco","Lampa","63187711797","3290137872","WGS84","19S","-332565303312594","-708355817697864","INACTIVO","","26636","","39954","","69","1/17/1992","771","8/7/2007","642208425664314","155845009636529"
"0505-4N","79735190-3","SLM TESORO I DE LA HIGUERA","FAENA TESORO","TESORO 1-2-3","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","41","4104","Coquimbo","Elqui","La Higuera","6750130077","2994377008","WGS84","19S","-293620277658685","-710661699167917","INACTIVO","AGUAS ARRIBA","51206","","76809","","","","1292","5/3/2002","688330078912503","209163499895407"
"0510-4N","12445826-9","DINKA RAMIREZ ALBALLAY ","SAN LUIS","SAN LUIS","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","41","4101","Coquimbo","Elqui","La Serena","66762662489","3036267851","WGS84","19S","-300288923415785","-710364339854896","INACTIVO","AGUAS ARRIBA","33163","33278","49745","47984","825","8/30/1989","","","335376808294572","645259967235983"
"0529-4N","76644818-6","INVERSIONES MINERAS PIZARRO SPA","FAENA MARIANITA","TRANQUE MARIANITA","TRANQUE DE RELAVE","ORO","METÁLICO","1","4","41","4106","Coquimbo","Elqui","Vicuña","66794012885","3068990386","WGS84","19S","-300011380123273","-710019492755253","INACTIVO","AGUAS ARRIBA","70000","72848","105000","109272","2147","10/15/2014","2147","10/15/2014","404734459307301","103135392430603"
"0531-4N","4953204-0","PEDRO FLORES DIAZ","PLANTA HORIZONTE","HORIZONTE 1","TRANQUE DE RELAVE","ORO","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","65176870426","3054646793","WGS84","19S","-314592347369766","-710474217834903","INACTIVO","AGUAS ARRIBA","6300","","9450","","498","6/1/1987","625","4/9/2001","241180077216775","35217002981236"
"0537-4N","85388000-0","SOC. MINERA CALIFORNIA (VICTOR NAZER)","FAENA NUEVA CALIFORNIA","TRANQUE DE RELAVES 1","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","65054928252","3006143469","WGS84","19S","-315683568531132","-711009006581739","ACTIVO","AGUAS ABAJO","687388","101985","962000","68001","5","2/1/2006","","","58506469849951","211663791164605"
"0544-4N","6767792-7","SLM LA FORTUNA (GABRIEL GUERRA OLIVARES)","FAENA EL CANELILLO","EL CANELILLO","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","65227460428","3018704492","WGS84","19S","-314130094199681","-710842187657463","INACTIVO","AGUAS ARRIBA","24216","","36324","","644","7/17/1987","","","382212385973577","845775857052636"
"0545-4N","76102677-1","SCM HMC GOLD","TAMBO DE ORO","TAMBO DE ORO","FILTRADO","ORO","METÁLICO","0","4","43","4304","Coquimbo","Limarí","Punitaqui","65844687967","2873677368","WGS84","19S","-308539349455484","-712236582524427","ACTIVO","NO APLICA","1338127","927712","2489304","1855424","1773","10/13/2022","","","176593302913216","163155893849554"
"0548-4N","6854266-9","JAIME PEREZ GOMEZ","FAENA EL ROMERO","EL ROMERO 2","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","65222795323","3042344925","WGS84","19S","-314176177587781","-71059455945668","ACTIVO","EJE CENTRAL","22184","19862","33277","29793","212","1/23/1998","","","484220311262323","142850447251843"
"0549-4N","6965512-2","FERNANDO YOUNG UGALDE","PLANTA - TRAPICHE YOUNG (EX PLANTA CANELA)","CANELA","EMBALSE","ORO","METÁLICO","1","4","42","4202","Coquimbo","Choapa","Canela","65226753921","2654442371","WGS84","19S","-314068450378764","-714671414874741","ACTIVO","EJE CENTRAL","14000","","21000","","262","2/27/2018","","","288546263398924","573670711218093"
"0550-4N","7054461-K","OSCAR SEGOVIA ORTIZ","PLANTA SANTA CAMILA","TRANQUE DE RELAVE","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","43","4304","Coquimbo","Limarí","Punitaqui","65833173245","2853538095","WGS84","19S","-308639538410875","-712449478200405","INACTIVO","EJE CENTRAL","12653","1864","17400","261","1812","12/21/2015","475","5/10/2013","262292654612096","415366667202381"
"0562-4N","76418856-K","MILLAPEL S.A","FAENA ILLAPEL","ILLAPEL ","EMBALSE","COBRE","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","65218979584","3019701809","WGS84","19S","-314206733572947","-71083339303593","INACTIVO","","271334","50667","407000","76","1020","11/16/2010","","","572642588067476","217671467329796"
"0563-4N","76099198-8","SOC. EXPLOTADORA MINERA RA LTDA.","NICOLAS YABER","EMBALSE DE RELAVE","EMBALSE","COBRE","METÁLICO","1","4","41","4104","Coquimbo","Elqui","La Higuera","6753245389","2915375378","WGS84","19S","-293326450601845","-711469206735992","ACTIVO","AGUAS ABAJO","324793","233506","552148","316148","836","3/19/2012","","","171163869882642","77814683625247"
"0564-4N","76938058-2","SANTA MARIA VERONICA SPA","PLANTA MIRANDA","MIRANDA","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","41","4103","Coquimbo","Elqui","Andacollo","66512949654","299977238","WGS84","19S","-302535039416594","-710789776375082","INACTIVO","EJE CENTRAL","36267","10182","50773","15273","3","1/19/2006","","","418268439341571","927113785440531"
"0570-4N","77474540-8","CIA. MINERA DELIRIO EIRL (JOSE ALVAREZ)","FAENA LAS ROJAS","LAMAS 1","EMBALSE","COBRE","METÁLICO","0","4","41","4101","Coquimbo","Elqui","La Serena","66815585884","3016899981","WGS84","19S","-299808495808717","-710555236232398","ACTIVO","EXCAVACION TERRENO","49087","49961","73630","74941","637","6/20/2013","","","486485680816115","872291910712824"
"0575-4N","76041198-1","OMINT SPA","FAENA TALCUNA ","PANULES","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","41","4106","Coquimbo","Elqui","Vicuña","66920417362","3142739134","WGS84","19S","-298882669141745","-709233322737318","ACTIVO","EJE CENTRAL","2872015","2126725333","4308023","3190088","1311","6/28/2016","1930","6/30/2015","194853227503673","138943060045031"
"0578-4N","76041198-1","OMINT SPA","FAENA TALCUNA","TALCUNA 2","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","41","4106","Coquimbo","Elqui","Vicuña","66918160517","3176064546","WGS84","19S","-298908010402974","-70888875511785","INACTIVO","AGUAS ARRIBA","211876","","317814","","","","","","202760997970172","275110409552411"
"0582-4N","77060502-4","COMPAÑIA MINERA RINCONADA SPA","FAENA LINDEROS","LA REPRESA","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","41","4106","Coquimbo","Elqui","Vicuña","66825942454","3072153729","WGS84","19S","-299723901774367","-709980944781613","INACTIVO","EJE CENTRAL","2566667","2072656","3850000","3108984","315","3/18/1985","1009","4/13/2015","204620586054783","132425745696367"
"0585-4N","78248130-4","SOC. AGUIRRE MOYANO LTDA.","FAENA EL MAITEN","PONIENTE","TRANQUE DE RELAVE","ORO","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","64945703143","2864197425","WGS84","19S","-316642821342306","-712527440058024","INACTIVO","EJE CENTRAL","15953","","23930","","2989","12/30/2002","","","217276658098419","299929209030176"
"0588-4N","85871200-9","CIA. MINERA ARENILLAS (BELTRAN AMENABAR)","FAENAS MINERA ARENILLAS","RELAVES ANTIGUOS","ACOPIO","ORO","METÁLICO","","4","41","4103","Coquimbo","Elqui","Andacollo","66568142041","2992473852","WGS84","19S","-302036092245675","-710855081957886","INACTIVO","NO APLICA","800","","1100","","","","","","209407493118363","220576687818375"
"0595-4N","2807845-5","HUMBERTO RIVERA C.","PLANTA LA CABRA Y TALINAY","LA CABRA Y TALINAY","ACOPIO","COBRE","METÁLICO","","4","43","4301","Coquimbo","Limarí","Ovalle","65766971898","2438088825","WGS84","19S","-30915364039742","-716807528539753","ACTIVO","NO APLICA","108353","","162529","","822","8/30/1989","","","164774142987762","130612189349719"
"0609-4N","96894030-9","MINERA LA PUNTILLA (PATRICIO GATICA R.)","EL ARENAL","PLANTA ILLAPEL Nº3","TRANQUE DE RELAVE","ORO","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","65000694629","2965547363","WGS84","19S","-316165440841181","-711447714736904","ACTIVO","EJE CENTRAL","456192","200895","684288","327358","58","1/18/1990","","","591551572719739","228686686854945"
"0635-4N","76938058-2","SUC. LUIS MIRANDA ANSIETA","PLANTA MIRANDA ABANDONADA","TRANQUE DE 1-2","TRANQUE DE RELAVE","ORO","METÁLICO","1","4","41","4103","Coquimbo","Elqui","Andacollo","66530322846","2994921241","WGS84","19S","-302377561943003","-710836862326267","INACTIVO","AGUAS ARRIBA","145920","","211584","","","","","","727112108224169","226333692790542"
"0658-4N","76021464-7","MINERA BARBA SCM","PLANTA BARBA","EMBALSE DE RELAVE","EMBALSE","COBRE","METÁLICO","1","4","43","4302","Coquimbo","Limarí","Combarbalá","65448458708","3036448645","WGS84","19S","-312140392908411","-710612170191331","ACTIVO","EJE CENTRAL","60864","","91296","","416","4/29/2013","","","511812289087659","164970203743116"
"0669-4N","4236489-4","JOSE ASTORGA CASTILLO","LA PALMA","LA PALMA","EMBALSE","COBRE","METÁLICO","1","4","42","4202","Coquimbo","Choapa","Canela","65419083131","2539045837","WGS84","19S","-312310951191001","-715836762299265","ACTIVO","EJE CENTRAL","28120","","42180","","756","5/26/2017","","","303532203878349","371645799433517"
"0670-3N","9466348-2","SOTRATEC-MINART LTDA.","PLANTA EL CATEADOR","TRANQUE DE RELAVE","TRANQUE DE RELAVE","COBRE","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","69675400651","3660140581","WGS84","19S","-274089392410082","-703553219294226","INACTIVO","AGUAS ABAJO","35120","","52680","","525","5/20/1998","","","226777555968933","322153594835096"
"0680-5C","7444635-3","ALEJANDRO LOPEZ ALIAGA","PLANTA VETA DEL AGUA","VETA DEL AGUA 6","EMBALSE","ORO","METÁLICO","1","5","55","5506","Valparaíso","Quillota","Nogales","63818385094","2997937766","WGS84","19S","-326830105061874","-711353607607985","ACTIVO","","358795","318222667","538192","477334","1784","6/20/2011","","","509728501284294","135481988543035"
"0686-5C","76508460-1","COMERCIAL E INVERSIONES HASPARREN","PLANTA MINERA BLACK COLT","ZORRITO","EMBALSE","ORO","METÁLICO","1","5","54","5404","Valparaíso","Petorca","Petorca","64341419022","3237689968","WGS84","19S","-322155177065329","-708700032809234","INACTIVO","EJE CENTRAL","36000","52304","72000","78456","78","2/17/2011","","","534540350058578","177708899774942"
"0691-5C","77066588-4","MINERA PAKMIN SpA","MINAS Y PLANTA BELLAVISTA","EMBALSE DE RELAVES 3","EMBALSE","COBRE","METÁLICO","1","5","57","5701","Valparaíso","San Felipe de Aconcagua","San Felipe","63815079397","3321591584","WGS84","19S","-326913914406962","-707903768929507","INACTIVO","","125000","","187500","","449","5/7/1996","","","594212713103358","211903019815702"
"0694-5C","77762940-9","ANGLO AMERICAN SUR S.A.","EL SOLDADO","EL COBRE 1","TRANQUE DE RELAVE","COBRE","METÁLICO","1","5","55","5506","Valparaíso","Quillota","Nogales","63840282079","2986113185","WGS84","19S","-326630562351167","-711474925085409","INACTIVO","AGUAS ARRIBA","2350000","","3525000","","","","2417","9/29/2015","611908794032354","244272640760887"
"0699-RM","77762940-9","ANGLO AMERICAN SUR S.A.","LOS BRONCES","PEREZ-CALDERA 1","TRANQUE DE RELAVE","COBRE","METÁLICO","","13","131","13115","Metropolitana de Santiago","Santiago","Lo Barnechea","63251363247","3750566654","WGS84","19S","-332054463086733","-703405626165806","INACTIVO","","12000000","","18000000","","310","3/11/1992","855","9/28/2010","180378988361102","119436180287694"
"0704-5C","78200830-7","CIA. MINERA PULLALLI LTDA.","PLANTA PULLALLI","PULLALLI","EN PASTA","ORO","METÁLICO","1","5","54","5401","Valparaíso","Petorca","La Ligua","6413151211","2820077396","WGS84","19S","-323973985593095","-713176690154419","ACTIVO","NO APLICA","1265369","792848","1702926","1424348","3369","11/2/2011","1996","10/26/2009","132114164856493","974288526264273"
"0709-5C","79963260-8","MINERA LAS CENIZAS S.A.","LAS CENIZAS CABILDO","LAS CENIZAS 4","TRANQUE DE RELAVE","COBRE","METÁLICO","1","5","54","5402","Valparaíso","Petorca","Cabildo","64107531923","3044438941","WGS84","19S","-324231776438778","-710797692765072","INACTIVO","EJE CENTRAL","11000000","10727367","16500000","16091051","691","4/30/1999","744","9/25/2012","249471697781921","334676501553116"
"0710-5C","79963260-8","MINERA LAS CENIZAS S.A.","PLANTA CABILDO","DEPOSITO RELAVE ESPESADO INTERIOR MINA (DREIM)","DRIM","COBRE","METÁLICO","0","5","54","5402","Valparaíso","Petorca","Cabildo","6409485761","3049266225","WGS84","19S","-324346885064897","-710749000198339","INACTIVO","NO APLICA","2329545","2275399","4100000","4777427","2604","12/26/2005","1956","8/3/2015","60150909580707","163003801263819"
"0712-5C","84542800-K","CIA. MINERA LA PATAGUA","LA PATAGUA","LA PATAGUA 1","TRANQUE DE RELAVE","COBRE","METÁLICO","1","5","54","5401","Valparaíso","Petorca","La Ligua","63977110666","2997325484","WGS84","19S","-325399136926985","-711326178400078","INACTIVO","EJE CENTRAL","230000","","345000","","1082","12/31/1997","","","511612594762637","163130186398268"
"0719-5C","96623630-2","CIA. MINERA CAN CAN S. A.","BRONCE DE PETORCA","TERRAZAS 1","TRANQUE DE RELAVE","ORO","METÁLICO","1","5","54","5404","Valparaíso","Petorca","Petorca","64327133538","3152346933","WGS84","19S","-322270260266637","-709607936513145","INACTIVO","","570000","","855000","","442","2/10/1999","","","908845878899937","451499466137969"
"0727-5C","65529570-4","SINDICATO PIRQUINEROS DE PETORCA","LA VEGA","EMBALSE DE RELAVES DEL SINDICATO INDEPENDIENTE DE PIRQUINEROS DE PETORCA","EMBALSE","COBRE","METÁLICO","1","5","54","5404","Valparaíso","Petorca","Petorca","64333971029","323141671","WGS84","19S","-322221346702637","-70876794839836","ACTIVO","","5175","","8280","","3883","12/24/2003","","","146148875132406","123769821936181"
"0732-7C","99572740-4","MIGRIN S.A.","LAS PIEDRAS","DEPOSITO DE LODOS ANTIGUO","EMBALSE","SILICE","NO METÁLICO","1","7","71","7104","Maule","Talca","Empedrado","60580064096","1916218826","WGS84","19S","-355736603023474","-724026961929138","ACTIVO","","307232","341338","430125","525762","567","7/12/2010","","","211806504065309","207754043045146"
"0747-5C","76316627-9","PLANTA CONCENTRADORA DE MINERALES CHINCOLCO SPA","PLANTA CHINCOLCO","EMBALSE DE RELAVES MANUEL FERNANDEZ","EMBALSE","COBRE","METÁLICO","1","5","54","5404","Valparaíso","Petorca","Petorca","6433491392","3233827749","WGS84","19S","-322213224554727","-708742200063377","ACTIVO","","111166","86550","166750","129826","1130","10/26/2015","","","468093405418716","14700770219743"
"0749-5C","76430769-0","ANTAWARA SpA","ANTAWARA","ANTAWARA","EMBALSE","COBRE","METÁLICO","1","5","54","5404","Valparaíso","Petorca","Petorca","64356914321","3235290348","WGS84","19S","-322015084011821","-708722620281407","ACTIVO","","49950","11366","89910","17050","1006","9/12/2016","","","589101340451033","213721280218166"
"0757-RM","85466200-7","MINERA SAN PEDRO S.A","PLANTA POLCURA INTEGRADA","EMBALSE DE RELAVES","EMBALSE","COBRE","METÁLICO","1","13","133","13303","Metropolitana de Santiago","Chacabuco","Tiltil","63355937576","3214577672","WGS84","19S","-331036501095036","-709133589612664","ACTIVO","","134400","220396","208200","330594","364","4/16/2008","1833","10/8/2009","169394471551312","715984807896492"
"0759-RM","91337000-7","CEMENTO POLPAICO S.A.","CERRO BLANCO","TRANQUE RELAVE 1-2-3-4","TRANQUE DE RELAVE","CALIZA","NO METÁLICO","1","13","133","13303","Metropolitana de Santiago","Chacabuco","Tiltil","63313231293","3291961406","WGS84","19S","-331433976029448","-708312670312813","INACTIVO","EJE CENTRAL","8265000","","12397500","","407","4/26/1996","2016","8/11/2015","308456221015674","581591060051916"
"0773-6C","89980400-7","CIA. MINERA EL INGLES","PLANTA EL INGLES","EL INGLES","EMBALSE","ORO","METÁLICO","1","6","61","6101","Libertador General Bernardo O'Higgins","Cachapoal","Rancagua","62283185197","3281989965","WGS84","19S","-340718027153392","-708618136495471","INACTIVO","","175000","109506","259200","16207","84","1/17/2014","39","3/20/2015","780059767322691","408651110749297"
"0778-6C","96595400-7","MINERA VALLE CENTRAL S.A.","MINERA VALLE CENTRAL S.A.","COLIGUE","EMBALSE","COBRE","METÁLICO","2","6","61","6116","Libertador General Bernardo O'Higgins","Cachapoal","Requínoa","62075186084","3460178974","WGS84","19S","-342620839047576","-706724808686822","ACTIVO","","142000000","151484888667","213000000","227227333","1156","11/27/2006","2244","9/4/2015","221076787655556","678775558313601"
"0781-6C","76433896-0","SOC. MINERA LOS ROBLES SpA","PODER DE COMPRAS PLANTA CHILENO RUMANA DE CHANCON","CHANCON 1","TRANQUE DE RELAVE","COBRE","METÁLICO","1","6","61","6101","Libertador General Bernardo O'Higgins","Cachapoal","Rancagua","62276757448","3326734625","WGS84","19S","-340783218237297","-708134688251995","INACTIVO","","30660","","44457","","633","7/15/1996","","","708603283962402","31211276791286"
"0786-7C","76416883-6","MINERA TORO SPA","ESTANCIA FLORA","FLORA","TRANQUE DE RELAVE","SILICE","NO METÁLICO","1","7","71","7102","Maule","Talca","Constitución","60591566181","1745907008","WGS84","19S","-355578617359822","-725898375843605","ACTIVO","","120000","","180000","","","","","","683913341307122","299469458429084"
"0787-7C","76026585-3","MINERA FARO CARRANZA","FARO CARRANZA","LOANCO 9","TRANQUE DE RELAVE","SILICE","NO METÁLICO","1","7","72","7202","Maule","Cauquenes","Chanco","60572505438","1749298358","WGS84","19S","-355751255616224","-725868682155069","ACTIVO","","189000","","283500","","","","","","838836809253387","386230182343023"
"0788-11S","77053711-8","SOCIEDAD MINERA PACIFICO DEL SUR SPA","FAENA EL TOQUI","TOQUI","TRANQUE DE RELAVE","ZINC","METÁLICO","1","11","111","11101","Aysén del General Carlos Ibáñez del Campo","Coihaique","Coihaique","50088450437","2681795136","WGS84","19S","-45035916766913","-719431527030382","INACTIVO","","331986","","497979","","507","5/4/1983","252","3/23/2010","843126043807341","409088779970893"
